1.125845603,774
1.218632256,746
1.267670891,745
1.311225309,744
1.357821734,743
1.418416586,742
1.484891516,742
1.530298963,741
1.578503693,740
1.63855937,740
1.68556283,739
1.747199435,739
1.795281244,739
1.859873811,739
1.904828966,739
1.952811321,739
2.013286605,741
2.060207373,744
2.123873286,747
2.170945749,750
2.234381744,754
2.281767096,757
2.326583686,761
2.390012138,765
2.43556709,768
2.498558336,772
2.543589479,774
2.607824458,778
2.656828172,780
2.703356712,782
2.763670243,783
2.813096078,785
2.872604479,787
2.923625489,789
2.969806777,791
3.033998455,793
3.076629292,795
3.140767612,796
3.186172265,795
3.247203485,793
3.295274679,793
3.359052058,790
3.406662299,787
3.45154873,785
3.515132789,782
3.560193544,779
3.624484397,776
3.669705507,774
3.734855687,772
3.779706359,771
3.843256336,769
3.888008392,767
3.936538024,764
3.998471035,762
4.045928463,760
4.109713944,758
4.154894267,756
4.201583441,754
4.262658243,752
4.311801081,751
4.371232377,750
4.42027185,748
4.484940125,747
4.529556131,746
4.590525891,744
4.639373161,744
4.686140278,743
4.748494851,742
4.795676545,741
4.859830509,741
4.904872267,741
4.968311336,740
5.013647824,740
5.061835792,740
5.121924155,740
5.170086701,741
5.235317617,742
5.279781089,744
5.328605731,747
5.388056583,750
5.436972297,754
5.496558641,759
5.544390139,763
5.610149893,767
5.655405924,769
5.716403062,771
5.763279691,772
5.810322541,776
5.873331946,778
5.92043458,781
5.985084417,781
6.029973921,779
6.091603821,778
6.13998958,775
6.201519467,772
6.248426825,769
6.295421625,766
6.359695157,764
6.404631036,762
6.468377406,761
6.513171925,760
6.559840706,760
6.622639749,759
6.686202297,758
6.732877782,757
6.778847312,756
6.843190405,755
6.888469345,755
6.949876032,755
6.998784762,755
7.045524222,754
7.105960115,754
7.154775537,755
7.219076168,758
7.264049761,763
7.326398467,770
7.372200936,776
7.421201298,783
7.481027058,788
7.530166264,792
7.594240888,795
7.638990989,796
7.687772887,797
7.747521822,797
7.795437968,795
7.856069696,794
7.904559099,791
7.968210485,787
8.016079977,784
8.075504289,781
8.12249825,779
8.171092974,776
8.231335547,775
8.28006688,773
8.344145415,772
8.388901103,770
8.451040286,769
8.500544902,769
8.559922001,769
8.606023671,768
8.654699131,768
8.719011215,767
8.76620157,766
8.825809984,766
8.872792212,765
8.919334441,765
8.981996874,765
9.045108806,765
9.092284355,765
9.138917376,766
9.202550045,768
9.247817251,767
9.309828763,765
9.357031969,764
9.40299647,764
9.469355183,764
9.514014211,766
9.56353084,766
9.637873808,765
9.685226754,764
9.731324233,761
9.797354692,761
9.842256209,759
9.890908481,757
9.95081414,755
9.997914819,754
10.04516887,754
10.10690493,755
10.15305074,756
10.21891078,758
10.26589469,760
10.32755532,762
10.37225988,765
10.43605011,766
10.48303625,768
10.54611689,770
10.59407662,772
10.63930919,775
10.70232977,777
10.74824957,780
10.80994903,782
10.85576044,783
10.92205574,782
10.96904886,781
11.01412079,781
11.07743247,781
11.12351737,781
11.18507911,780
11.2324843,780
11.27738414,779
11.34413983,777
11.38890893,777
11.45060643,777
11.49730566,777
11.55989323,777
11.60670532,777
11.67012791,777
11.71706236,776
11.76638735,775
11.82549486,773
11.87234663,772
11.93607093,772
11.98279921,771
12.04615642,770
12.09309256,769
12.14106737,768
12.20039837,767
12.24914759,766
12.3106325,765
12.35673221,765
12.42043221,764
12.46886741,763
12.51601949,762
12.57609193,761
12.62479561,761
12.68532006,759
12.73183603,758
12.79829029,757
12.84000872,757
12.886894,757
12.95172124,757
12.99874258,757
13.06018726,755
13.10864956,755
13.16812556,754
13.21703652,754
13.28201378,752
13.32751118,751
13.37532424,751
13.43497595,750
13.48361286,749
13.54314166,749
13.59014148,748
13.63718238,747
13.70229289,747
13.74934775,747
13.81179452,747
13.85673738,747
13.92018622,746
13.96680807,746
14.03065669,745
14.07834068,745
14.12540365,744
14.18578534,744
14.23329194,743
14.29337276,744
14.33996025,744
14.40538113,742
14.45244745,741
14.50012557,741
14.56117104,741
14.60807449,742
14.67011198,741
14.71727356,740
14.78077493,739
14.8284715,738
14.87416669,737
14.93696908,736
14.98177254,736
15.04527615,735
15.09188039,734
15.15656012,741
15.20206507,752
15.24832234,759
15.30979356,764
15.35663359,768
15.41735528,771
15.46694678,774
15.53048055,777
15.57743149,779
15.62933222,783
15.68500214,787
15.7317701,790
15.79497534,794
15.84156785,797
15.90541144,799
15.95294877,800
15.99962509,801
16.059878,803
16.10679262,805
16.17001742,805
16.21787127,804
16.27875303,802
16.3244147,800
16.39055997,797
16.43759807,794
16.48464707,791
16.54430382,789
16.59125671,787
16.65284806,785
16.70247392,783
16.7651073,781
16.81312457,778
16.85764057,776
16.92126346,774
16.96590935,772
17.03044745,769
17.07773083,767
17.12297569,765
17.18592223,762
17.24850505,760
17.29525093,758
17.34221584,756
17.40633349,755
17.45343417,754
17.51295234,753
17.55975215,753
17.60884246,752
17.66930182,752
17.71714673,752
17.7806657,752
17.82823208,752
17.8898888,752
17.93545465,752
17.9984783,752
18.04490962,752
18.09403933,754
18.15491606,756
18.20125575,758
18.24824133,762
18.31047689,764
18.35700068,766
18.4201981,770
18.46747534,775
18.52746369,777
18.57442803,782
18.64126754,786
18.68584164,790
18.73473752,792
18.79407774,793
18.84140219,795
18.90275887,797
18.94880606,799
19.01479322,802
19.05995566,804
19.12343971,804
19.16947601,803
19.21644371,801
19.28051889,801
19.32824982,798
19.38792752,796
19.43660884,794
19.48175899,792
19.54499273,790
19.60990266,788
19.65663429,787
